artist_id,hour_start,hour_end,artist,stage,date,hour_start_adj,hour_end_adj,datetime_start,datetime_end,duration_min,year,order_in_lineup,artist_name,palco,lastfm_tags,total_tags_amount_norm,lastfm_genre_tags,fem_tag,male_tag,female_presence,br_tag,is_br
Boogarins_2015-03-28,14h00,15h00,Boogarins,Palco Axe,2015-03-28,14:00,15:00,2015-03-28 14:00:00,2015-03-28 15:00:00,60.0,2015,19.82758620689655,Boogarins,Axe,"{'seen live': 1.0, 'psychedelic rock': 1.0, 'psychedelic': 0.69, 'brazilian': 0.64, 'brazil': 0.46, 'brasil': 0.28, 'brazilian music': 0.28, 'rock': 0.23, 'tropicalia': 0.19, 'indie': 0.1, 'alternative': 0.1, 'lo-fi': 0.1, 'male vocalists': 0.1, 'neo-psychedelia': 0.1, 'fuckin awesome stuff': 0.1, 'progressive rock': 0.05, 'melodic': 0.05, 'mpb': 0.05, 'stoner': 0.05, 'psych-folk': 0.05, 'sxsw 2014': 0.05, 'seen-live': 0.05, 'latinoamerica': 0.05, 'psicodelia': 0.05, 'beyondwithin': 0.05, 'br': 0.05, 'loko': 0.05, 'psicodelico': 0.05, 'seen live 2014': 0.05, 'yy': 0.05, '2017': 0.05, 'goiania': 0.05, 'ouvirdepois': 0.05, 'sxsw 2017': 0.05, 'burgerrecords': 0.05}",0.23233908948194681,"{'rock': 0.8648648648648648, 'indie': 0.06756756756756757, 'pop': 0.0, 'alt': 0.06756756756756757, 'electro': 0.0, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.1,0,1.7100000000000002,1
Nem Liminha Ouviu_2015-03-28,15h30,16h30,Nem Liminha Ouviu,Palco Axe,2015-03-28,15:30,16:30,2015-03-28 15:30:00,2015-03-28 16:30:00,60.0,2015,35.3448275862069,Nem Liminha Ouviu,Axe,"{'rock and roll': 1.0, 'brazilian rock': 1.0}",1.0,"{'rock': 1.0, 'indie': 0.0, 'pop': 0.0, 'alt': 0.0, 'electro': 0.0, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.0,0,1.0,1
St. Vincent_2015-03-28,17h15,18h15,St. Vincent,Palco Axe,2015-03-28,17:15,18:15,2015-03-28 17:15:00,2015-03-28 18:15:00,60.0,2015,53.44827586206897,St. Vincent,Axe,"{'seen live': 1.0, 'female vocalists': 0.98, 'indie': 0.92, 'singer-songwriter': 0.91, 'indie pop': 0.89, 'alternative': 0.61, 'indie rock': 0.15, 'american': 0.14, 'experimental': 0.14, 'art pop': 0.14, 'pop': 0.13, 'art rock': 0.08, 'baroque pop': 0.06, 'rock': 0.06, 'noise pop': 0.06, 'folk': 0.05, 'female vocalist': 0.05, 'chamber pop': 0.05, 'alternative rock': 0.05, 'electronic': 0.05, '00s': 0.04, 'usa': 0.04, 'dream pop': 0.04, 'multi-instrumentalist': 0.03, 'chillout': 0.03, 'beautiful': 0.03, 'guitar': 0.03, 'progressive pop': 0.02, 'post-gospel': 0.02, 'avant-garde': 0.02, 'female': 0.02, '10s': 0.02, 'sexy': 0.02, 'freak folk': 0.02, 'seen live twice': 0.02, 'dallas': 0.02, 'electropop': 0.02, 'chill': 0.02, 'lo-fi': 0.02, '4ad': 0.02, 'downtempo': 0.02, 'indie folk': 0.02, 'alternative pop': 0.02, 'texas': 0.02, 'st vincent': 0.02, 'progressive rock': 0.01, '3': 0.01, 'mellow': 0.01, 'dreamy vocals': 0.01, 'pop rock': 0.01, 'favorites': 0.01, 'female vocals': 0.01, 'world music': 0.01, 'check out': 0.01, '2000s': 0.01, '2010s': 0.01, 'skitz0rz': 0.01, 'uitluisteren artist': 0.01, 'holloween skitz0rz': 0.01}",0.6239669421487614,"{'rock': 0.07947019867549668, 'indie': 0.43708609271523174, 'pop': 0.3178807947019868, 'alt': 0.15011037527593818, 'electro': 0.015452538631346577, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",2.119999999999999,0.0,1,0.0,0
Marcelo D2_2015-03-28,18h45,19h45,Marcelo D2,Palco Axe,2015-03-28,18:45,19:45,2015-03-28 18:45:00,2015-03-28 19:45:00,60.0,2015,68.96551724137932,Marcelo D2,Axe,"{'hip-hop': 1.0, 'rap': 0.84, 'brazilian': 0.61, 'samba': 0.61, 'brasil': 0.5, 'seen live': 0.13, 'hip hop': 0.12, 'brazil': 0.08, 'marcelo d2': 0.06, 'd2': 0.04, 'male vocalists': 0.04, 'rock': 0.03, 'rio de janeiro': 0.03, 'rap nacional': 0.03, 'brazilian rap': 0.03, 'mpb': 0.03, 'rap com samba': 0.03, 'hiphop': 0.02, 'brazilian rock': 0.02, 'samba-hop': 0.02, 'soul': 0.02, 'alternative': 0.02, 'funk': 0.02, 'latin': 0.02, 'roskilde 06': 0.02, 'nacional': 0.02, 'marcelo': 0.02, 'harukaex s2': 0.02, 'punk': 0.01, 'alternative rock': 0.01, 'hardcore': 0.01, 'singer-songwriter': 0.01, 'dance': 0.01, 'world': 0.01, 'punk rock': 0.01, '00s': 0.01, 'rock nacional': 0.01, 'womad': 0.01, 'valkyriex powerr': 0.01, 'valkyriex power': 0.01, 'sambarap': 0.01, 'cronowish power': 0.01, 'valkyriex loves': 0.01, 'valkyriex love': 0.01}",0.4814814814814823,"{'rock': 0.03619909502262444, 'indie': 0.0, 'pop': 0.0, 'alt': 0.01357466063348416, 'electro': 0.0, 'house': 0.0, 'rap': 0.4253393665158371, 'hop': 0.5248868778280543}",0.0,0.04,0,1.33,1
Kongos_2015-03-28,20h15,21h15,Kongos,Palco Axe,2015-03-28,20:15,21:15,2015-03-28 20:15:00,2015-03-28 21:15:00,60.0,2015,84.48275862068965,Kongos,Axe,"{'rock': 1.0, 'folk': 0.72, 'alternative rock': 0.69, 'seen live': 0.6, 'south african': 0.47, 'progressive': 0.44, 'alternative': 0.29, 'folk rock': 0.19, 'indie rock': 0.16, 'british': 0.13, 'south africa': 0.13, 'indie': 0.07, 'progressive rock': 0.07, 'blues rock': 0.07, 'indie folk': 0.07, 'modern rock': 0.07, 'arizona': 0.07, '10s': 0.07, 'all': 0.07, 'electropop': 0.04, 'pop': 0.04, 'country': 0.04, 'indie pop': 0.04, 'blues': 0.04, 'ska': 0.04, 'awesome': 0.04, 'london': 0.04, 'african': 0.04, 'oldies': 0.04, 'zydeco': 0.04, 'male vocalists': 0.04, '00s': 0.04, 'love at first listen': 0.04, 'english': 0.04, 'radio paradise': 0.04, 'radioparadise': 0.04, 'accordion': 0.04, 'brothers': 0.04, 'phoenix': 0.04, 'hot hot heat': 0.04, 'sxsw 2013': 0.04, 'afro': 0.04, 'l': 0.04, 'kwaito': 0.04, 'need more': 0.04, 'rooney': 0.04, 'jungle rock': 0.04, 'on the radar': 0.04, 'acordeon': 0.04, 'rsa': 0.04, 'odkrycie sierpnia 2014': 0.04, 'posl777': 0.04, 'rock with nuts': 0.04, 'rv 2015': 0.04}",0.5619469026548668,"{'rock': 0.6115485564304463, 'indie': 0.089238845144357, 'pop': 0.03149606299212599, 'alt': 0.25721784776902895, 'electro': 0.010498687664041996, 'house': 0.0, 'rap': 0.0, 'hop': 0.0}",0.0,0.04,0,0.0,0
Bastille_2015-03-28,21h45,23h00,Bastille,Palco Axe,2015-03-28,21:45,23:00,2015-03-28 21:45:00,2015-03-28 23:00:00,75.0,2015,100.0,Bastille,Axe,"{'indie': 1.0, 'electronic': 0.69, 'alternative': 0.69, 'british': 0.65, 'seen live': 0.64, 'house': 0.23, 'indie rock': 0.13, 'indie pop': 0.12, 'pop': 0.12, 'alternative rock': 0.08, 'rock': 0.07, 'synthpop': 0.06, 'male vocalists': 0.06, 'dubstep': 0.04, 'pop rock': 0.03, 'bastille': 0.03, 'electronica': 0.03, 'english': 0.03, 'london': 0.02, 'uk': 0.02, 'england': 0.02, 'britpop': 0.02, 'electro house': 0.02, 'indietronica': 0.02, 'dance': 0.02, '10s': 0.02}",0.7592592592592596,"{'rock': 0.0840108401084011, 'indie': 0.3441734417344174, 'pop': 0.0948509485094851, 'alt': 0.20867208672086718, 'electro': 0.2005420054200542, 'house': 0.06775067750677506, 'rap': 0.0, 'hop': 0.0}",0.0,0.06,0,0.0,0
DJ Anna_2015-03-28,13h,14h,DJ Anna,Palco Perry,2015-03-28,13:00,14:00,2015-03-28 13:00:00,2015-03-28 14:00:00,60.0,2015,9.482758620689655,DJ Anna,Perry's,"{'techno': 1.0, 'electronic': 0.6, 'tech house': 0.6, 'minimal': 0.4, 'minimal techno': 0.4, 'seen live': 0.2, 'brazil': 0.2, 'brazilian': 0.2}",0.33333333333333326,"{'rock': 0.0, 'indie': 0.0, 'pop': 0.0, 'alt': 0.0, 'electro': 0.5, 'house': 0.5, 'rap': 0.0, 'hop': 0.0}",0.0,0.0,1,0.4,1
Vintage Culture_2015-03-28,14h15,15h15,Vintage Culture,Palco Perry,2015-03-28,14:15,15:15,2015-03-28 14:15:00,2015-03-28 15:15:00,60.0,2015,22.413793103448278,Vintage Culture,Perry's,"{'deep house': 1.0, 'house': 0.6, 'brazil': 0.6, 'nu disco': 0.6, 'electronic': 0.4, 'brazilian': 0.4, 'brasil': 0.2, 'vocal house': 0.2, 'electronic superhighway': 0.2, 'ghouse': 0.2}",0.5909090909090909,"{'rock': 0.0, 'indie': 0.0, 'pop': 0.0, 'alt': 0.0, 'electro': 0.23076923076923078, 'house': 0.7692307692307692, 'rap': 0.0, 'hop': 0.0}",0.0,0.0,0,1.2,1
E-cologyk vs Jakko_2015-03-28,15h30,16h30,E-cologyk vs Jakko,Palco Perry,2015-03-28,15:30,16:30,2015-03-28 15:30:00,2015-03-28 16:30:00,60.0,2015,35.3448275862069,E-cologyk vs Jakko,Perry's,"{'dubstep': 0.5, 'electro': 0.5, 'house': 0.5, 'dance': 0.25, 'electro house': 0.25, 'glitch': 0.25, 'progressive': 0.25, 'brazilian': 0.25, 'producer': 0.25, 'complextro': 0.25, 'hop': 0.25, 'big': 0.25, 'room': 0.25, 'e-cologyk': 0.25, 'electrologyk': 0.25, 'art rock': 0.5, 'pop': 0.17, 'rock': 0.17, 'progressive rock': 0.17, 'fusion': 0.17, 'dramatic': 0.17, 'post rock': 0.17, 'under 2000 listeners': 0.17, 'level 42': 0.17, 'quality': 0.17, 'underappreciated': 0.17, 'latina-revolution': 0.17}",0.4876273653566231,"{'rock': 0.30149253731343284, 'indie': 0.0, 'pop': 0.050746268656716415, 'alt': 0.0, 'electro': 0.29850746268656714, 'house': 0.22388059701492535, 'rap': 0.050746268656716415, 'hop': 0.07462686567164178}",0.0,0.0,0,0.25,1
DJ Snake_2015-03-28,16h45,17h45,DJ Snake,Palco Perry,2015-03-28,16:45,17:45,2015-03-28 16:45:00,2015-03-28 17:45:00,60.0,2015,48.275862068965516,DJ Snake,Perry's,"{'trap': 1.0, 'electronic': 0.85, 'dance': 0.66, 'edm': 0.5, 'seen live': 0.39, 'french': 0.35, 'bass': 0.31, 'dubstep': 0.12, 'moombahton': 0.12, 'dj snake': 0.12, 'electronica': 0.08, 'electropop': 0.08, 'pop': 0.08, 'house': 0.08, 'all': 0.08, 'tropical house': 0.08, 'hip-hop': 0.04, 'rap': 0.04, 'electro house': 0.04, 'drum and bass': 0.04, 'amazing': 0.04, 'dancehall': 0.04, 'dj': 0.04, 'france': 0.04, 'gabber': 0.04, 'hardstyle': 0.04, 'contemporary rnb': 0.04, 'bass house': 0.04, 'jungle terror': 0.04, 'timeshift 2017': 0.04, 'perreo puro': 0.04, 'javilda': 0.04}",0.4566787003610107,"{'rock': 0.0, 'indie': 0.0, 'pop': 0.06324110671936758, 'alt': 0.0, 'electro': 0.4150197628458498, 'house': 0.09486166007905139, 'rap': 0.41106719367588934, 'hop': 0.015810276679841896}",0.0,0.0,0,0.0,0
Dillon Francis_2015-03-28,18h15,19h30,Dillon Francis,Palco Perry,2015-03-28,18:15,19:30,2015-03-28 18:15:00,2015-03-28 19:30:00,75.0,2015,63.793103448275865,Dillon Francis,Perry's,"{'moombahton': 1.0, 'dubstep': 0.77, 'electro house': 0.65, 'seen live': 0.5, 'electro': 0.43, 'electronic': 0.39, 'electronica': 0.24, 'trap': 0.17, 'dance': 0.11, 'house': 0.09, 'moombahcore': 0.07, 'edm': 0.06, 'dillon francis': 0.06, 'electropop': 0.04, 'techno': 0.04, 'american': 0.04, 'progressive house': 0.04, 'los angeles': 0.04, 'fidget house': 0.04, 'all': 0.04, 'complextro': 0.04, 'ish': 0.04, 'moombah': 0.04, 'bossa rocka': 0.04, 'hip-hop': 0.02, 'pop': 0.02, 'usa': 0.02, 'bass': 0.02, 'genius': 0.02, 'reggaeton': 0.02, 'beats': 0.02, 'collage': 0.02, 'dj': 0.02, 'neon': 0.02, 'want to see live': 0.02, 'drum & bass': 0.02, 'electric': 0.02, 'eletronic': 0.02, 'video games': 0.02, 'cartoons': 0.02, 'dancefloor': 0.02, 'us': 0.02, 'post-dubstep': 0.02, 'dub house': 0.02, 'metropolitan': 0.02, 'brostep': 0.02, 'californian': 0.02, 'clubbing': 0.02, 'listen later': 0.02, 'big room house': 0.02, 'mad decent': 0.02, 'dutch house': 0.02, 'city lights': 0.02, 'twerk': 0.02, 'ariana grande': 0.02, 'nu jump up': 0.02, 'electrobeats': 0.02, 'electronic superhighway': 0.02, 'nayer': 0.02, 'bobstep': 0.02, 'complexectro': 0.02, 'complexelectro': 0.02, 'macrobeats': 0.02, 'zara larsson': 0.02, 'elektro-dubstep': 0.02}",0.5137931034482774,"{'rock': 0.013422818791946308, 'indie': 0.0, 'pop': 0.02013422818791946, 'alt': 0.0, 'electro': 0.6073825503355704, 'house': 0.2953020134228188, 'rap': 0.05704697986577181, 'hop': 0.006711409395973154}",0.0,0.0,0,0.0,0
Ritmo Machine_2015-03-28,20h,21h,Ritmo Machine,Palco Perry,2015-03-28,20:00,21:00,2015-03-28 20:00:00,2015-03-28 21:00:00,60.0,2015,81.89655172413794,Ritmo Machine,Perry's,"{'hip-hop': 1.0, 'funk': 1.0, 'electronic': 0.5, 'latin': 0.5, 'ea sports fifa': 0.5}",0.42857142857142855,"{'rock': 0.0, 'indie': 0.0, 'pop': 0.0, 'alt': 0.0, 'electro': 0.3333333333333333, 'house': 0.0, 'rap': 0.0, 'hop': 0.6666666666666666}",0.0,0.0,0,0.0,0
Major Lazer_2015-03-28,21h30,22h45,Major Lazer,Palco Perry,2015-03-28,21:30,22:45,2015-03-28 21:30:00,2015-03-28 22:45:00,75.0,2015,97.41379310344827,Major Lazer,Perry's,"{'seen live': 1.0, 'dancehall': 0.88, 'electronic': 0.85, 'reggae': 0.67, 'dub': 0.55, 'electro': 0.38, 'dance': 0.12, 'ragga': 0.07, 'trap': 0.06, 'moombahton': 0.06, 'dubstep': 0.05, 'electronica': 0.05, 'hip-hop': 0.04, 'funk': 0.04, 'american': 0.04, 'jamaican': 0.04, 'diplo': 0.04, 'experimental': 0.03, 'major lazer': 0.03, 'electro house': 0.03, 'house': 0.03, 'dance hall': 0.02, 'hip hop': 0.02, 'pop': 0.02, 'british': 0.02, '00s': 0.02, 'ghetto': 0.02, 'reggae fusion': 0.02, 'indie': 0.02, 'alternative': 0.02, 'bass': 0.02, 'electro dancehall': 0.02, 'usa': 0.02, 'jungle': 0.02, 'breakbeat': 0.02, 'fidget house': 0.02, 'baile funk': 0.02, 'all': 0.02, 'lazers': 0.02, 'electro reggae': 0.02, 'bixa lacradora': 0.02}",0.2948717948717953,"{'rock': 0.0, 'indie': 0.012422360248447206, 'pop': 0.012422360248447206, 'alt': 0.012422360248447206, 'electro': 0.8385093167701864, 'house': 0.04968944099378882, 'rap': 0.037267080745341616, 'hop': 0.037267080745341616}",0.0,0.0,0,0.0,0
